timestamp,can_id,data
1.950,0x200,00000000006204D4
1.950,0x20C,00000000030C0000
1.950,0x204,0000000000000002
1.950,0x208,0000000000000C30
2.000,0x200,00000000006404EC
2.000,0x20C,0000000003200000
2.000,0x204,0000000000000002
2.000,0x208,0000000000000C30
2.050,0x200,0000000000640500
2.050,0x20C,0000000003310000
2.050,0x204,0000000000000002
2.050,0x208,0000000000000C30
2.100,0x200,0000000000640514
2.100,0x20C,0000000003410000
2.100,0x204,0000000000000002
2.100,0x208,0000000000000C30
2.150,0x200,0000000000640528
2.150,0x20C,0000000003520000
2.150,0x204,0000000000000002
2.150,0x208,0000000000000C30
2.200,0x200,000000000064053C
2.200,0x20C,0000000003630000
2.200,0x204,0000000000000002
2.200,0x208,0000000000000C30
2.250,0x200,0000000000640550
2.250,0x20C,0000000003730000
2.250,0x204,0000000000000002
2.250,0x208,0000000000000C30
2.300,0x200,0000000000640564
2.300,0x20C,0000000003840000
2.300,0x204,0000000000000002
2.300,0x208,0000000000000C30
2.350,0x200,0000000000640578
2.350,0x20C,0000000003950000
2.350,0x204,0000000000000002
2.350,0x208,0000000000000C30
2.400,0x200,000000000064058C
2.400,0x20C,0000000003A50000
2.400,0x204,0000000000000002
2.400,0x208,0000000000000C30
2.450,0x200,00000000006405A0
2.450,0x20C,0000000003B60000
2.450,0x204,0000000000000002
2.450,0x208,0000000000000C30
2.500,0x200,00000000006405B4
2.500,0x20C,0000000003C70000
2.500,0x204,0000000000000002
2.500,0x208,0000000000000C30
2.550,0x200,00000000006405C8
2.550,0x20C,0000000003D70000
2.550,0x204,0000000000000002
2.550,0x208,0000000000000C30
2.600,0x200,00000000006405DC
2.600,0x20C,0000000003E80000
2.600,0x204,0000000000000002
2.600,0x208,0000000000000C30
2.650,0x200,00000000006405F0
2.650,0x20C,0000000003F90000
2.650,0x204,0000000000000002
2.650,0x208,0000000000000C30
2.700,0x200,0000000000640604
2.700,0x20C,0000000004090000
2.700,0x204,0000000000000002
2.700,0x208,0000000000000C30
2.750,0x200,0000000000640618
2.750,0x20C,00000000041A0000
2.750,0x204,0000000000000002
2.750,0x208,0000000000000C30
2.800,0x200,00000000006408AC
2.800,0x20C,00000000042B0000
2.800,0x204,0000000000000003
2.800,0x208,0000000000000C30
2.850,0x200,00000000006408CA
2.850,0x20C,00000000043B0000
2.850,0x204,0000000000000003
2.850,0x208,0000000000000C30
2.900,0x200,00000000006408E8
2.900,0x20C,00000000044C0000
2.900,0x204,0000000000000003
2.900,0x208,0000000000000C30
2.950,0x200,0000000000640906
2.950,0x20C,00000000045D0000
2.950,0x204,0000000000000003
2.950,0x208,0000000000000C30
3.000,0x200,0000000000640924
3.000,0x20C,00000000046D0000
3.000,0x204,0000000000000003
3.000,0x208,0000000000000C30
3.050,0x200,0000000000640942
3.050,0x20C,00000000047E0000
3.050,0x204,0000000000000003
3.050,0x208,0000000000000C30
3.100,0x200,0000000000640960
3.100,0x20C,00000000048F0000
3.100,0x204,0000000000000003
3.100,0x208,0000000000000C30
3.150,0x200,000000000064097E
3.150,0x20C,00000000049F0000
3.150,0x204,0000000000000003
3.150,0x208,0000000000000C30
3.200,0x200,000000000064099C
3.200,0x20C,0000000004B00000
3.200,0x204,0000000000000003
3.200,0x208,0000000000000C30
3.250,0x200,00000000006409BA
3.250,0x20C,0000000004C10000
3.250,0x204,0000000000000003
3.250,0x208,0000000000000C30
3.300,0x200,00000000006409D8
3.300,0x20C,0000000004D10000
3.300,0x204,0000000000000003
3.300,0x208,0000000000000C30
3.350,0x200,00000000006409F6
3.350,0x20C,0000000004E20000
3.350,0x204,0000000000000003
3.350,0x208,0000000000000C30
3.400,0x200,0000000000640A14
3.400,0x20C,0000000004F30000
3.400,0x204,0000000000000003
3.400,0x208,0000000000000C30
3.450,0x200,0000000000640A32
3.450,0x20C,0000000005030000
3.450,0x204,0000000000000003
3.450,0x208,0000000000000C30
3.500,0x200,0000000000640A50
3.500,0x20C,0000000005140000
3.500,0x204,0000000000000003
3.500,0x208,0000000000000C30
3.550,0x200,0000000000640A6E
3.550,0x20C,0000000005250000
3.550,0x204,0000000000000003
3.550,0x208,0000000000000C30
3.600,0x200,0000000000640A8C
3.600,0x20C,0000000005350000
3.600,0x204,0000000000000003
3.600,0x208,0000000000000C30
3.650,0x200,0000000000640AAA
3.650,0x20C,0000000005460000
3.650,0x204,0000000000000003
3.650,0x208,0000000000000C30
3.700,0x200,0000000000640AC8
3.700,0x20C,0000000005570000
3.700,0x204,0000000000000003
3.700,0x208,0000000000000C30
3.750,0x200,0000000000640AE6
3.750,0x20C,0000000005670000
3.750,0x204,0000000000000003
3.750,0x208,0000000000000C30
3.800,0x200,0000000000640B04
3.800,0x20C,0000000005780000
3.800,0x204,0000000000000003
3.800,0x208,0000000000000C30
3.850,0x200,0000000000640B22
3.850,0x20C,0000000005890000
3.850,0x204,0000000000000003
3.850,0x208,0000000000000C30
3.900,0x200,0000000000640B40
3.900,0x20C,0000000005990000
3.900,0x204,0000000000000003
3.900,0x208,0000000000000C30
3.950,0x200,0000000000640B5E
3.950,0x20C,0000000005AA0000
3.950,0x204,0000000000000003
3.950,0x208,0000000000000C30
4.000,0x200,0000000000640B7C
4.000,0x20C,0000000005BB0000
4.000,0x204,0000000000000003
4.000,0x208,0000000000000C30
4.050,0x200,0000000000640B9A
4.050,0x20C,0000000005CB0000
4.050,0x204,0000000000000003
4.050,0x208,0000000000000C30
4.100,0x200,0000000000640BB8
4.100,0x20C,0000000005DC0000
4.100,0x204,0000000000000003
4.100,0x208,0000000000000C30
4.150,0x200,0000000000640BD6
4.150,0x20C,0000000005ED0000
4.150,0x204,0000000000000003
4.150,0x208,0000000000000C30
4.200,0x200,0000000000640BF4
4.200,0x20C,0000000005FD0000
4.200,0x204,0000000000000003
4.200,0x208,0000000000000C30
4.250,0x200,0000000000640C12
4.250,0x20C,00000000060E0000
4.250,0x204,0000000000000003
4.250,0x208,0000000000000C30
4.300,0x200,0000000000640FDC
4.300,0x20C,00000000061F0000
4.300,0x204,0000000000000004
4.300,0x208,0000000000000C30
4.350,0x200,0000000000641004
4.350,0x20C,00000000062F0000
4.350,0x204,0000000000000004
4.350,0x208,0000000000000C30
4.400,0x200,000000000064102C
4.400,0x20C,0000000006400000
4.400,0x204,0000000000000004
4.400,0x208,0000000000000C30
4.450,0x200,0000000000641054
4.450,0x20C,0000000006510000
4.450,0x204,0000000000000004
4.450,0x208,0000000000000C30
4.500,0x200,000000000064107C
4.500,0x20C,0000000006610000
4.500,0x204,0000000000000004
4.500,0x208,0000000000000C30
4.550,0x200,00000000006410A4
4.550,0x20C,0000000006720000
4.550,0x204,0000000000000004
4.550,0x208,0000000000000C30
4.600,0x200,00000000006410CC
4.600,0x20C,0000000006830000
4.600,0x204,0000000000000004
4.600,0x208,0000000000000C30
4.650,0x200,00000000006410F4
4.650,0x20C,0000000006930000
4.650,0x204,0000000000000004
4.650,0x208,0000000000000C30
4.700,0x200,000000000064111C
4.700,0x20C,0000000006A40000
4.700,0x204,0000000000000004
4.700,0x208,0000000000000C30
4.750,0x200,0000000000641144
4.750,0x20C,0000000006B50000
4.750,0x204,0000000000000004
4.750,0x208,0000000000000C30
4.800,0x200,000000000064116C
4.800,0x20C,0000000006C50000
4.800,0x204,0000000000000004
4.800,0x208,0000000000000C30
4.850,0x200,0000000000641194
4.850,0x20C,0000000006D60000
4.850,0x204,0000000000000004
4.850,0x208,0000000000000C30
4.900,0x200,00000000006411BC
4.900,0x20C,0000000006E70000
4.900,0x204,0000000000000004
4.900,0x208,0000000000000C30
4.950,0x200,00000000006411E4
4.950,0x20C,0000000006F70000
4.950,0x204,0000000000000004
4.950,0x208,0000000000000C30
5.000,0x200,000000000064120C
5.000,0x20C,0000000007080000
5.000,0x204,0000000000000004
5.000,0x208,0000000000000C30
5.050,0x200,0000000000641234
5.050,0x20C,0000000007190000
5.050,0x204,0000000000000004
5.050,0x208,0000000000000C30
5.100,0x200,000000000064125C
5.100,0x20C,0000000007290000
5.100,0x204,0000000000000004
5.100,0x208,0000000000000C30
5.150,0x200,0000000000641284
5.150,0x20C,00000000073A0000
5.150,0x204,0000000000000004
5.150,0x208,0000000000000C30
5.200,0x200,00000000006412AC
5.200,0x20C,00000000074B0000
5.200,0x204,0000000000000004
5.200,0x208,0000000000000C30
5.250,0x200,00000000006412D4
5.250,0x20C,00000000075B0000
5.250,0x204,0000000000000004
5.250,0x208,0000000000000C30
5.300,0x200,00000000006412FC
5.300,0x20C,00000000076C0000
5.300,0x204,0000000000000004
5.300,0x208,0000000000000C30
5.350,0x200,0000000000641324
5.350,0x20C,00000000077D0000
5.350,0x204,0000000000000004
5.350,0x208,0000000000000C30
5.400,0x200,000000000064134C
5.400,0x20C,00000000078D0000
5.400,0x204,0000000000000004
5.400,0x208,0000000000000C30
5.450,0x200,0000000000641374
5.450,0x20C,00000000079E0000
5.450,0x204,0000000000000004
5.450,0x208,0000000000000C30
5.500,0x200,000000000064139C
5.500,0x20C,0000000007AF0000
5.500,0x204,0000000000000004
5.500,0x208,0000000000000C30
5.550,0x200,00000000006413C4
5.550,0x20C,0000000007BF0000
5.550,0x204,0000000000000004
5.550,0x208,0000000000000C30
5.600,0x200,00000000006413EC
5.600,0x20C,0000000007D00000
5.600,0x204,0000000000000004
5.600,0x208,0000000000000C30
5.650,0x200,0000000000641414
5.650,0x20C,0000000007E10000
5.650,0x204,0000000000000004
5.650,0x208,0000000000000C30
5.700,0x200,000000000064143C
5.700,0x20C,0000000007F10000
5.700,0x204,0000000000000004
5.700,0x208,0000000000000C30
5.750,0x200,0000000000641464
5.750,0x20C,0000000008020000
5.750,0x204,0000000000000004
5.750,0x208,0000000000000C30
5.800,0x200,0000000000641964
5.800,0x20C,0000000008130000
5.800,0x204,0000000000000005
5.800,0x208,0000000000000C30
5.850,0x200,0000000000641996
5.850,0x20C,0000000008230000
5.850,0x204,0000000000000005
5.850,0x208,0000000000000C30
5.900,0x200,00000000006419C8
5.900,0x20C,0000000008340000
5.900,0x204,0000000000000005
5.900,0x208,0000000000000C30
5.950,0x200,00000000006419FA
5.950,0x20C,0000000008450000
5.950,0x204,0000000000000005
5.950,0x208,0000000000000C30
6.000,0x200,0000000000641A2C
6.000,0x20C,0000000008550000
6.000,0x204,0000000000000005
6.000,0x208,0000000000000C30
6.050,0x200,0000000000641A5E
6.050,0x20C,0000000008660000
6.050,0x204,0000000000000005
6.050,0x208,0000000000000C30
6.100,0x200,0000000000641A90
6.100,0x20C,0000000008770000
6.100,0x204,0000000000000005
6.100,0x208,0000000000000C30
6.150,0x200,0000000000641AC2
6.150,0x20C,0000000008870000
6.150,0x204,0000000000000005
6.150,0x208,0000000000000C30
6.200,0x200,0000000000641AF4
6.200,0x20C,0000000008980000
6.200,0x204,0000000000000005
6.200,0x208,0000000000000C30
6.250,0x200,0000000000641B26
6.250,0x20C,0000000008A90000
6.250,0x204,0000000000000005
6.250,0x208,0000000000000C30
6.300,0x200,0000000000641B58
6.300,0x20C,0000000008B90000
6.300,0x204,0000000000000005
6.300,0x208,0000000000000C30
6.350,0x200,0000000000641B8A
6.350,0x20C,0000000008CA0000
6.350,0x204,0000000000000005
6.350,0x208,0000000000000C30
6.400,0x200,0000000000641BBC
6.400,0x20C,0000000008DB0000
6.400,0x204,0000000000000005
6.400,0x208,0000000000000C30
6.450,0x200,0000000000641BEE
6.450,0x20C,0000000008EB0000
6.450,0x204,0000000000000005
6.450,0x208,0000000000000C30
6.500,0x200,0000000000641C20
6.500,0x20C,0000000008FC0000
6.500,0x204,0000000000000005
6.500,0x208,0000000000000C30
6.550,0x200,0000000000641C52
6.550,0x20C,00000000090D0000
6.550,0x204,0000000000000005
6.550,0x208,0000000000000C30
6.600,0x200,0000000000641C84
6.600,0x20C,00000000091D0000
6.600,0x204,0000000000000005
6.600,0x208,0000000000000C30
6.650,0x200,0000000000641CB6
6.650,0x20C,00000000092E0000
6.650,0x204,0000000000000005
6.650,0x208,0000000000000C30
6.700,0x200,0000000000641CE8
6.700,0x20C,00000000093F0000
6.700,0x204,0000000000000005
6.700,0x208,0000000000000C30
6.750,0x200,0000000000641D1A
6.750,0x20C,00000000094F0000
6.750,0x204,0000000000000005
6.750,0x208,0000000000000C30
6.800,0x200,0000000000641D4C
6.800,0x20C,0000000009600000
6.800,0x204,0000000000000005
6.800,0x208,0000000000000C30
6.850,0x200,0000000000641D7E
6.850,0x20C,0000000009710000
6.850,0x204,0000000000000005
6.850,0x208,0000000000000C30
6.900,0x200,0000000000641DB0
6.900,0x20C,0000000009810000
6.900,0x204,0000000000000005
6.900,0x208,0000000000000C30
6.950,0x200,0000000000641DE2
6.950,0x20C,0000000009920000
6.950,0x204,0000000000000005
6.950,0x208,0000000000000C30
7.000,0x200,0000000000641E14
7.000,0x20C,0000000009A30000
7.000,0x204,0000000000000005
7.000,0x208,0000000000000C30
7.050,0x200,0000000000641E46
7.050,0x20C,0000000009B30000
7.050,0x204,0000000000000005
7.050,0x208,0000000000000C30
7.100,0x200,0000000000641E78
7.100,0x20C,0000000009C40000
7.100,0x204,0000000000000005
7.100,0x208,0000000000000C30
7.150,0x200,0000000000641EAA
7.150,0x20C,0000000009D50000
7.150,0x204,0000000000000005
7.150,0x208,0000000000000C30
7.200,0x200,0000000000641EDC
7.200,0x20C,0000000009E50000
7.200,0x204,0000000000000005
7.200,0x208,0000000000000C30
7.250,0x200,0000000000641F0E
7.250,0x20C,0000000009F60000
7.250,0x204,0000000000000005
7.250,0x208,0000000000000C30
7.300,0x200,0000000000642544
7.300,0x20C,000000000A070000
7.300,0x204,0000000000000006
7.300,0x208,0000000000000C30
7.350,0x200,0000000000642580
7.350,0x20C,000000000A170000
7.350,0x204,0000000000000006
7.350,0x208,0000000000000C30
7.400,0x200,00000000006425BC
7.400,0x20C,000000000A280000
7.400,0x204,0000000000000006
7.400,0x208,0000000000000C30
7.450,0x200,00000000006425F8
7.450,0x20C,000000000A390000
7.450,0x204,0000000000000006
7.450,0x208,0000000000000C30
7.500,0x200,0000000000642634
7.500,0x20C,000000000A490000
7.500,0x204,0000000000000006
7.500,0x208,0000000000000C30
7.550,0x200,0000000000642670
7.550,0x20C,000000000A5A0000
7.550,0x204,0000000000000006
7.550,0x208,0000000000000C30
7.600,0x200,00000000006426AC
7.600,0x20C,000000000A6B0000
7.600,0x204,0000000000000006
7.600,0x208,0000000000000C30
7.650,0x200,00000000006426E8
7.650,0x20C,000000000A7B0000
7.650,0x204,0000000000000006
7.650,0x208,0000000000000C30
7.700,0x200,0000000000642724
7.700,0x20C,000000000A8C0000
7.700,0x204,0000000000000006
7.700,0x208,0000000000000C30
7.750,0x200,0000000000642760
7.750,0x20C,000000000A9D0000
7.750,0x204,0000000000000006
7.750,0x208,0000000000000C30
7.800,0x200,000000000064279C
7.800,0x20C,000000000AAD0000
7.800,0x204,0000000000000006
7.800,0x208,0000000000000C30
7.850,0x200,00000000006427D8
7.850,0x20C,000000000ABE0000
7.850,0x204,0000000000000006
7.850,0x208,0000000000000C30
7.900,0x200,0000000000642814
7.900,0x20C,000000000ACF0000
7.900,0x204,0000000000000006
7.900,0x208,0000000000000C30
7.950,0x200,0000000000642850
7.950,0x20C,000000000ADF0000
7.950,0x204,0000000000000006
7.950,0x208,0000000000000C30
8.000,0x200,000000000064288C
8.000,0x20C,000000000AF00000
8.000,0x204,0000000000000006
8.000,0x208,0000000000000C30
8.050,0x200,00000000006428A7
8.050,0x20C,000000000AF70000
8.050,0x204,0000000000000006
8.050,0x208,0000000000000C30
8.100,0x200,00000000006428C2
8.100,0x20C,000000000AFF0000
8.100,0x204,0000000000000006
8.100,0x208,0000000000000C30
8.150,0x200,00000000006428DD
8.150,0x20C,000000000B060000
8.150,0x204,0000000000000006
8.150,0x208,0000000000000C30
8.200,0x200,00000000006428F8
8.200,0x20C,000000000B0E0000
8.200,0x204,0000000000000006
8.200,0x208,0000000000000C30
8.250,0x200,0000000000642913
8.250,0x20C,000000000B150000
8.250,0x204,0000000000000006
8.250,0x208,0000000000000C30
8.300,0x200,000000000064292E
8.300,0x20C,000000000B1D0000
8.300,0x204,0000000000000006
8.300,0x208,0000000000000C30
8.350,0x200,0000000000642949
8.350,0x20C,000000000B240000
8.350,0x204,0000000000000006
8.350,0x208,0000000000000C30
8.400,0x200,0000000000642964
8.400,0x20C,000000000B2C0000
8.400,0x204,0000000000000006
8.400,0x208,0000000000000C30
8.450,0x200,000000000064297F
8.450,0x20C,000000000B330000
8.450,0x204,0000000000000006
8.450,0x208,0000000000000C30
8.500,0x200,000000000064299A
8.500,0x20C,000000000B3B0000
8.500,0x204,0000000000000006
8.500,0x208,0000000000000C30
8.550,0x200,00000000006429B5
8.550,0x20C,000000000B420000
8.550,0x204,0000000000000006
8.550,0x208,0000000000000C30
8.600,0x200,00000000006429D0
8.600,0x20C,000000000B4A0000
8.600,0x204,0000000000000006
8.600,0x208,0000000000000C30
8.650,0x200,00000000006429EB
8.650,0x20C,000000000B510000
8.650,0x204,0000000000000006
8.650,0x208,0000000000000C30
8.700,0x200,0000000000642A06
8.700,0x20C,000000000B590000
8.700,0x204,0000000000000006
8.700,0x208,0000000000000C30
8.750,0x200,0000000000642A21
8.750,0x20C,000000000B600000
8.750,0x204,0000000000000006
8.750,0x208,0000000000000C30
8.800,0x200,0000000000642A3C
8.800,0x20C,000000000B680000
8.800,0x204,0000000000000006
8.800,0x208,0000000000000C30
8.850,0x200,0000000000642A57
8.850,0x20C,000000000B6F0000
8.850,0x204,0000000000000006
8.850,0x208,0000000000000C30
8.900,0x200,0000000000642A72
8.900,0x20C,000000000B770000
8.900,0x204,0000000000000006
8.900,0x208,0000000000000C30
8.950,0x200,0000000000642A8D
8.950,0x20C,000000000B7E0000
8.950,0x204,0000000000000006
8.950,0x208,0000000000000C30
9.000,0x200,0000000000642AA8
9.000,0x20C,000000000B860000
9.000,0x204,0000000000000006
9.000,0x208,0000000000000C30
9.050,0x200,0000000000642AC3
9.050,0x20C,000000000B8D0000
9.050,0x204,0000000000000006
9.050,0x208,0000000000000C30
9.100,0x200,0000000000642ADE
9.100,0x20C,000000000B950000
9.100,0x204,0000000000000006
9.100,0x208,0000000000000C30
9.150,0x200,0000000000642AF9
9.150,0x20C,000000000B9C0000
9.150,0x204,0000000000000006
9.150,0x208,0000000000000C30
9.200,0x200,0000000000642B14
9.200,0x20C,000000000BA40000
9.200,0x204,0000000000000006
9.200,0x208,0000000000000C30
9.250,0x200,0000000000642B2F
9.250,0x20C,000000000BAB0000
9.250,0x204,0000000000000006
9.250,0x208,0000000000000C30
9.300,0x200,0000000000642B4A
9.300,0x20C,000000000BB30000
9.300,0x204,0000000000000006
9.300,0x208,0000000000000C30
9.350,0x200,0000000000642B65
9.350,0x20C,000000000BBA0000
9.350,0x204,0000000000000006
9.350,0x208,0000000000000C30
9.400,0x200,0000000000642B80
9.400,0x20C,000000000BC20000
9.400,0x204,0000000000000006
9.400,0x208,0000000000000C30
9.450,0x200,0000000000642B9B
9.450,0x20C,000000000BCA0000
9.450,0x204,0000000000000006
9.450,0x208,0000000000000C30
9.500,0x200,0000000000642BB6
9.500,0x20C,000000000BD10000
9.500,0x204,0000000000000006
9.500,0x208,0000000000000C30
9.550,0x200,0000000000642BD1
9.550,0x20C,000000000BD90000
9.550,0x204,0000000000000006
9.550,0x208,0000000000000C30
9.600,0x200,0000000000642BEC
9.600,0x20C,000000000BE00000
9.600,0x204,0000000000000006
9.600,0x208,0000000000000C30
9.650,0x200,0000000000642C07
9.650,0x20C,000000000BE80000
9.650,0x204,0000000000000006
9.650,0x208,0000000000000C30
9.700,0x200,0000000000642C22
9.700,0x20C,000000000BEF0000
9.700,0x204,0000000000000006
9.700,0x208,0000000000000C30
9.750,0x200,0000000000642C3D
9.750,0x20C,000000000BF70000
9.750,0x204,0000000000000006
9.750,0x208,0000000000000C30
9.800,0x200,0000000000642C58
9.800,0x20C,000000000BFE0000
9.800,0x204,0000000000000006
9.800,0x208,0000000000000C30
9.850,0x200,0000000000642C73
9.850,0x20C,000000000C060000
9.850,0x204,0000000000000006
9.850,0x208,0000000000000C30
9.900,0x200,0000000000642C8E
9.900,0x20C,000000000C0D0000
9.900,0x204,0000000000000006
9.900,0x208,0000000000000C30
9.950,0x200,0000000000642CA9
9.950,0x20C,000000000C150000
9.950,0x204,0000000000000006
9.950,0x208,0000000000000C30
10.000,0x200,0000000000643408
10.000,0x20C,000000000C1C0000
10.000,0x204,0000000000000007
10.000,0x208,0000000000000C30
10.050,0x200,0000000000643428
10.050,0x20C,000000000C240000
10.050,0x204,0000000000000007
10.050,0x208,0000000000000C30
10.100,0x200,0000000000643447
10.100,0x20C,000000000C2B0000
10.100,0x204,0000000000000007
10.100,0x208,0000000000000C30
10.150,0x200,0000000000643467
10.150,0x20C,000000000C330000
10.150,0x204,0000000000000007
10.150,0x208,0000000000000C30
10.200,0x200,0000000000643486
10.200,0x20C,000000000C3A0000
10.200,0x204,0000000000000007
10.200,0x208,0000000000000C30
10.250,0x200,00000000006434A6
10.250,0x20C,000000000C420000
10.250,0x204,0000000000000007
10.250,0x208,0000000000000C30
10.300,0x200,00000000006434C5
10.300,0x20C,000000000C490000
10.300,0x204,0000000000000007
10.300,0x208,0000000000000C30
10.350,0x200,00000000006434E5
10.350,0x20C,000000000C510000
10.350,0x204,0000000000000007
10.350,0x208,0000000000000C30
10.400,0x200,0000000000643504
10.400,0x20C,000000000C580000
10.400,0x204,0000000000000007
10.400,0x208,0000000000000C30
10.450,0x200,0000000000643524
10.450,0x20C,000000000C600000
10.450,0x204,0000000000000007
10.450,0x208,0000000000000C30
10.500,0x200,0000000000643543
10.500,0x20C,000000000C670000
10.500,0x204,0000000000000007
10.500,0x208,0000000000000C30
10.550,0x200,0000000000643563
10.550,0x20C,000000000C6F0000
10.550,0x204,0000000000000007
10.550,0x208,0000000000000C30
10.600,0x200,0000000000643582
10.600,0x20C,000000000C760000
10.600,0x204,0000000000000007
10.600,0x208,0000000000000C30
10.650,0x200,00000000006435A2
10.650,0x20C,000000000C7E0000
10.650,0x204,0000000000000007
10.650,0x208,0000000000000C30
10.700,0x200,00000000006435C1
10.700,0x20C,000000000C850000
10.700,0x204,0000000000000007
10.700,0x208,0000000000000C30
10.750,0x200,00000000006435E1
10.750,0x20C,000000000C8D0000
10.750,0x204,0000000000000007
10.750,0x208,0000000000000C30
10.800,0x200,0000000000643600
10.800,0x20C,000000000C940000
10.800,0x204,0000000000000007
10.800,0x208,0000000000000C30
10.850,0x200,0000000000643620
10.850,0x20C,000000000C9C0000
10.850,0x204,0000000000000007
10.850,0x208,0000000000000C30
10.900,0x200,000000000064363F
10.900,0x20C,000000000CA30000
10.900,0x204,0000000000000007
10.900,0x208,0000000000000C30
10.950,0x200,000000000064365F
10.950,0x20C,000000000CAB0000
